,Away_Behinds,Away_Goals,Away_Team,Away_Total,Crowd,Date,Day,Home_Behinds,Home_Goals,Home_Team,Home_Total,Match_Link,Month,Round,Structured_Data,Time,Venue,Year,City,station_ID,URL,Rain
1370,8 ,15,North Melbourne,98,22118,31,Saturday,21 ,18,Brisbane Lions,129,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/60505/default.aspx,May,Round 10,2008-05-31 00:00:00,No time provided,Gabba,2008,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-334811501&p_stn_num=040913,13.8
1371,5 ,12,Carlton,77,46231,31,Saturday,19 ,19,Geelong,133,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/60496/default.aspx,May,Round 10,2008-05-31 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1372,9 ,8,Richmond,57,26852,1,Sunday,13 ,21,Sydney,139,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/60499/default.aspx,June,Round 10,2008-06-01 00:00:00,No time provided,SCG,2008,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-872874356&p_stn_num=066062,0.2
1373,8 ,7,Melbourne,50,27854,1,Sunday,15 ,19,St Kilda,129,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/60501/default.aspx,June,Round 10,2008-06-01 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1374,7 ,16,Port Adelaide,103,34236,1,Sunday,15 ,10,Fremantle,75,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/60630/default.aspx,June,Round 10,2008-06-01 00:00:00,No time provided,Domain Stadium,2008,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-17056912&p_stn_num=009225,42.8
1375,13 ,19,Geelong,127,38373,6,Friday,12 ,17,North Melbourne,114,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/60878/default.aspx,June,Round 11 (Queens Birthday),2008-06-06 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1376,14 ,22,Adelaide,146,32767,7,Saturday,12 ,14,Richmond,96,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/60864/default.aspx,June,Round 11 (Queens Birthday),2008-06-07 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.4
1377,16 ,19,Hawthorn,130,46377,7,Saturday,7 ,12,Essendon,79,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/60877/default.aspx,June,Round 11 (Queens Birthday),2008-06-07 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.4
1378,11 ,12,Sydney,83,38802,7,Saturday,12 ,11,West Coast,78,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/60859/default.aspx,June,Round 11 (Queens Birthday),2008-06-07 00:00:00,No time provided,Domain Stadium,2008,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-17056912&p_stn_num=009225,0
1379,14 ,10,Fremantle,74,24506,8,Sunday,12 ,14,Brisbane Lions,96,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/60866/default.aspx,June,Round 11 (Queens Birthday),2008-06-08 00:00:00,No time provided,Gabba,2008,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-334811501&p_stn_num=040913,0
1380,16 ,15,Western Bulldogs,106,38914,8,Sunday,13 ,11,St Kilda,79,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/60861/default.aspx,June,Round 11 (Queens Birthday),2008-06-08 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1381,15 ,10,Carlton,75,29240,8,Sunday,15 ,8,Port Adelaide,63,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61055/default.aspx,June,Round 11 (Queens Birthday),2008-06-08 00:00:00,No time provided,AAMI Stadium,2008,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-106666407&p_stn_num=023090,0
1382,14 ,17,Collingwood,116,59548,9,Monday,17 ,13,Melbourne,95,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/60852/default.aspx,June,Round 11 (Queens Birthday),2008-06-09 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1383,13 ,13,West Coast,91,33386,13,Friday,17 ,16,Essendon,113,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61337/default.aspx,June,Round 12,2008-06-13 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,4.8
1384,8 ,10,Brisbane Lions,68,39320,14,Saturday,17 ,19,Western Bulldogs,131,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61333/default.aspx,June,Round 12,2008-06-14 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,3.8
1385,13 ,9,North Melbourne,67,34105,14,Saturday,12 ,18,Fremantle,120,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61292/default.aspx,June,Round 12,2008-06-14 00:00:00,No time provided,Domain Stadium,2008,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-17056912&p_stn_num=009225,0
1386,13 ,9,St Kilda,67,25996,14,Saturday,18 ,14,Sydney,102,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61485/default.aspx,June,Round 12,2008-06-14 00:00:00,No time provided,SCG,2008,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-872874356&p_stn_num=066062,0
1387,10 ,11,Hawthorn,76,44559,14,Saturday,12 ,10,Adelaide,72,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61303/default.aspx,June,Round 12,2008-06-14 00:00:00,No time provided,AAMI Stadium,2008,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-106666407&p_stn_num=023090,0
1388,7 ,7,Port Adelaide,49,21642,15,Sunday,18 ,15,Geelong,108,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61298/default.aspx,June,Round 12,2008-06-15 00:00:00,No time provided,Simonds Stadium,2008,Geelong,1519479636&p_stn_num=087162,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1519479636&p_stn_num=087162,0
1389,17 ,17,Carlton,119,80310,15,Sunday,17 ,12,Collingwood,89,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61291/default.aspx,June,Round 12,2008-06-15 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.2
1390,10 ,14,Melbourne,94,27348,15,Sunday,20 ,16,Richmond,116,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61293/default.aspx,June,Round 12,2008-06-15 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.2
1391,9 ,8,Fremantle,57,22440,20,Friday,5 ,10,St Kilda,65,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61763/default.aspx,June,Round 13,2008-06-20 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,3.0
1392,13 ,15,North Melbourne,103,42508,21,Saturday,16 ,10,Hawthorn,76,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61920/default.aspx,June,Round 13,2008-06-21 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.8
1393,7 ,20,Richmond,127,20923,21,Saturday,9 ,19,Port Adelaide,123,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61751/default.aspx,June,Round 13,2008-06-21 00:00:00,No time provided,AAMI Stadium,2008,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-106666407&p_stn_num=023090,↓
1394,10 ,10,Adelaide,70,29964,21,Saturday,17 ,11,Brisbane Lions,83,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61764/default.aspx,June,Round 13,2008-06-21 00:00:00,No time provided,Gabba,2008,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-334811501&p_stn_num=040913,3.8
1395,14 ,28,Geelong,182,38414,21,Saturday,17 ,5,West Coast,47,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61765/default.aspx,June,Round 13,2008-06-21 00:00:00,No time provided,Domain Stadium,2008,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-17056912&p_stn_num=009225,0
1396,12 ,17,Sydney,114,11437,22,Sunday,8 ,11,Melbourne,74,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61749/default.aspx,June,Round 13,2008-06-22 00:00:00,No time provided,Manuka Oval,2008,Canberra,986936890&p_stn_num=070246,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-986936890&p_stn_num=070246,0
1397,16 ,20,Essendon,136,59177,22,Sunday,11 ,15,Carlton,101,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61762/default.aspx,June,Round 13,2008-06-22 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,1.0
1398,9 ,15,Western Bulldogs,99,44885,22,Sunday,11 ,13,Collingwood,89,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/61963/default.aspx,June,Round 13,2008-06-22 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,1.0
1399,15 ,9,West Coast,69,29138,27,Friday,18 ,18,Hawthorn,126,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/62226/default.aspx,June,Round 14 (Split Round),2008-06-27 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1400,16 ,17,Carlton,118,73503,28,Saturday,16 ,12,Richmond,88,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/62366/default.aspx,June,Round 14 (Split Round),2008-06-28 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1401,12 ,12,St Kilda,84,9128,28,Saturday,15 ,9,North Melbourne,69,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/62373/default.aspx,June,Round 14 (Split Round),2008-06-28 00:00:00,No time provided,Metricon Stadium,2008,Gold Coast,323084007&p_stn_num=040190,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-323084007&p_stn_num=040190,0
1402,15 ,11,Port Adelaide,81,11373,28,Saturday,15 ,20,Western Bulldogs,135,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/62228/default.aspx,June,Round 14 (Split Round),2008-06-28 00:00:00,No time provided,TIO Stadium,2008,Darwin,40154901&p_stn_num=014163,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-40154901&p_stn_num=014163,0
1403,14 ,13,Brisbane Lions,92,23278,29,Sunday,9 ,14,Melbourne,93,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/62230/default.aspx,June,Round 14 (Split Round),2008-06-29 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1404,11 ,14,Essendon,95,34239,29,Sunday,13 ,13,Fremantle,91,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/62239/default.aspx,June,Round 14 (Split Round),2008-06-29 00:00:00,No time provided,Domain Stadium,2008,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-17056912&p_stn_num=009225,6.0
1405,16 ,18,Geelong,124,44377,4,Friday,8 ,8,Adelaide,56,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/62623/default.aspx,July,Round 14 (Split Round),2008-07-04 00:00:00,No time provided,AAMI Stadium,2008,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-106666407&p_stn_num=023090,0
1406,13 ,11,Collingwood,79,59202,5,Saturday,14 ,6,Sydney,50,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/62607/default.aspx,July,Round 14 (Split Round),2008-07-05 00:00:00,No time provided,ANZ Stadium,2008,Western Sydney,872504448&p_stn_num=066048,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-872504448&p_stn_num=066048,4.0
1407,11 ,18,St Kilda,119,55658,11,Friday,15 ,12,Carlton,87,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/63061/default.aspx,July,Round 15,2008-07-11 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.8
1408,8 ,11,Adelaide,74,52592,12,Saturday,16 ,15,Collingwood,106,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/63029/default.aspx,July,Round 15,2008-07-12 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1409,8 ,6,Fremantle,44,21286,12,Saturday,10 ,18,Geelong,118,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/63049/default.aspx,July,Round 15,2008-07-12 00:00:00,No time provided,Simonds Stadium,2008,Geelong,1519479636&p_stn_num=087162,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1519479636&p_stn_num=087162,0.4
1410,10 ,18,Brisbane Lions,118,40053,12,Saturday,11 ,24,Essendon,155,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/63030/default.aspx,July,Round 15,2008-07-12 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1411,16 ,10,North Melbourne,76,19851,12,Saturday,14 ,10,Port Adelaide,74,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/63033/default.aspx,July,Round 15,2008-07-12 00:00:00,No time provided,AAMI Stadium,2008,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-106666407&p_stn_num=023090,↓
1412,15 ,10,Sydney,75,49529,13,Sunday,16 ,15,Hawthorn,106,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/63239/default.aspx,July,Round 15,2008-07-13 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1413,10 ,9,Melbourne,64,27446,13,Sunday,11 ,14,Western Bulldogs,95,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/63048/default.aspx,July,Round 15,2008-07-13 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1414,8 ,24,Richmond,152,37085,13,Sunday,9 ,11,West Coast,75,http://www.afl.com.au/news/newsarticle/tabid/208/newsid/63045/default.aspx,July,Round 15,2008-07-13 00:00:00,No time provided,Domain Stadium,2008,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-17056912&p_stn_num=009225,0.2
1415,12,14,Collingwood,96,"46,610",18,Friday,12,17,North Melbourne,114,http://www.afl.com.au/tabid/208/Default.aspx?newsid=63520,July,Not Defined,2008-07-18 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.8
1416,10,10,Western Bulldogs,70,"24,801",19,Saturday,17,19,Geelong,131,http://www.afl.com.au/tabid/208/Default.aspx?newsid=63514,July,Not Defined,2008-07-19 00:00:00,No time provided,Simonds Stadium,2008,Geelong,1519479636&p_stn_num=087162,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1519479636&p_stn_num=087162,0.8
1417,14,15,Essendon,104,"56,746",19,Saturday,12,16,Richmond,108,http://www.afl.com.au/tabid/208/Default.aspx?newsid=63509,July,Not Defined,2008-07-19 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,1.8
1418,13,9,West Coast,67,"27,784",19,Saturday,11,17,Brisbane Lions,113,http://www.afl.com.au/tabid/208/Default.aspx?newsid=63712,July,Not Defined,2008-07-19 00:00:00,No time provided,Gabba,2008,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-334811501&p_stn_num=040913,0
1419,11,13,Hawthorn,89,"41,886",19,Saturday,11,18,St Kilda,119,http://www.afl.com.au/tabid/208/Default.aspx?newsid=63523,July,Not Defined,2008-07-19 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,1.8
1420,13,18,Sydney,121,"38,401",20,Sunday,11,18,Carlton,119,http://www.afl.com.au/tabid/208/Default.aspx?newsId=63732,July,Not Defined,2008-07-20 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.8
1421,14,11,Adelaide,80,"31,662",20,Sunday,14,13,Port Adelaide,92,http://www.afl.com.au/tabid/208/Default.aspx?newsId=63519,July,Not Defined,2008-07-20 00:00:00,No time provided,AAMI Stadium,2008,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-106666407&p_stn_num=023090,↓
1422,8,10,Melbourne,68,"31,638",20,Sunday,18,16,Fremantle,114,http://www.afl.com.au/tabid/208/Default.aspx?newsId=63512,July,Not Defined,2008-07-20 00:00:00,No time provided,Domain Stadium,2008,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-17056912&p_stn_num=009225,0
1423,16,12,Geelong,88,"86,179",25,Friday,11,11,Hawthorn,77,http://www.afl.com.au/tabid/208/Default.aspx?newsid=64011,July,Not Defined,2008-07-25 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1424,14,11,Collingwood,80,"64,785",26,Saturday,14,19,Essendon,128,http://www.afl.com.au/tabid/208/Default.aspx?newsid=64005,July,Not Defined,2008-07-26 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1425,14,12,St Kilda,86,"34,037",26,Saturday,13,15,West Coast,103,http://www.afl.com.au/tabid/208/Default.aspx?newsid=64019,July,Not Defined,2008-07-26 00:00:00,No time provided,Domain Stadium,2008,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-17056912&p_stn_num=009225,12.6
1426,18,16,Brisbane Lions,114,"31,275",26,Saturday,9,18,Richmond,117,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?newsId=64035,July,Not Defined,2008-07-26 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0
1427,11,11,Adelaide,77,"26,260",26,Saturday,17,6,Sydney,53,http://www.afl.com.au/tabid/208/Default.aspx?newsId=64016,July,Not Defined,2008-07-26 00:00:00,No time provided,SCG,2008,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-872874356&p_stn_num=066062,16.2
1428,9,20,Fremantle,129,"19,072",27,Sunday,11,15,Port Adelaide,101,http://www.afl.com.au/tabid/208/Default.aspx?newsid=64010,July,Not Defined,2008-07-27 00:00:00,No time provided,AAMI Stadium,2008,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-106666407&p_stn_num=023090,
1429,14,14,North Melbourne,98,"21,330",27,Sunday,10,10,Melbourne,70,http://www.afl.com.au/tabid/208/Default.aspx?newsid=64232,July,Not Defined,2008-07-27 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,5.2
1430,18,18,Carlton,126,"37,879",27,Sunday,8,15,Western Bulldogs,98,http://www.afl.com.au/tabid/208/Default.aspx?newsid=64236,July,Not Defined,2008-07-27 00:00:00,No time provided,Etihad Stadium,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,5.2
1431,14,17,Hawthorn,116,"58,307",1,Friday,14,8,Collingwood,62,http://www.afl.com.au/News/NEWSARTICLE/tabid/208/Default.aspx?&newsid=64488,August,Not Defined,2008-08-01 00:00:00,No time provided,MCG,2008,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2008&p_c=-1487228352&p_stn_num=086232,0.8
